cod_municipio,uf,nome_maiusculo,nome_sem_acento_maiusculo,nome,nome_sem_acento
2512762,PB,RIACHÃO DO POÇO,RIACHAO DO POCO,Riachão do Poço,Riachao do Poco
2512788,PB,RIACHO DE SANTO ANTÔNIO,RIACHO DE SANTO ANTONIO,Riacho de Santo Antônio,Riacho de Santo Antonio
2512804,PB,RIACHO DOS CAVALOS,RIACHO DOS CAVALOS,Riacho dos Cavalos,Riacho dos Cavalos
2512903,PB,RIO TINTO,RIO TINTO,Rio Tinto,Rio Tinto
2513000,PB,SALGADINHO,SALGADINHO,Salgadinho,Salgadinho
2513109,PB,SALGADO DE SÃO FÉLIX,SALGADO DE SAO FELIX,Salgado de São Félix,Salgado de Sao Felix
2513158,PB,SANTA CECÍLIA,SANTA CECILIA,Santa Cecília,Santa Cecilia
2513208,PB,SANTA CRUZ,SANTA CRUZ,Santa Cruz,Santa Cruz
2513307,PB,SANTA HELENA,SANTA HELENA,Santa Helena,Santa Helena
2513356,PB,SANTA INÊS,SANTA INES,Santa Inês,Santa Ines
2513406,PB,SANTA LUZIA,SANTA LUZIA,Santa Luzia,Santa Luzia
2513505,PB,SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA,Santana de Mangueira,Santana de Mangueira
2513604,PB,SANTANA DOS GARROTES,SANTANA DOS GARROTES,Santana dos Garrotes,Santana dos Garrotes
2513653,PB,JOCA CLAUDINO,JOCA CLAUDINO,Joca Claudino,Joca Claudino
2513703,PB,SANTA RITA,SANTA RITA,Santa Rita,Santa Rita
2513802,PB,SANTA TERESINHA,SANTA TERESINHA,Santa Teresinha,Santa Teresinha
2513851,PB,SANTO ANDRÉ,SANTO ANDRE,Santo André,Santo Andre
2513901,PB,SÃO BENTO,SAO BENTO,São Bento,Sao Bento
2513927,PB,SÃO BENTINHO,SAO BENTINHO,São Bentinho,Sao Bentinho
2513943,PB,SÃO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI,São Domingos do Cariri,Sao Domingos do Cariri
2513968,PB,SÃO DOMINGOS,SAO DOMINGOS,São Domingos,Sao Domingos
2513984,PB,SÃO FRANCISCO,SAO FRANCISCO,São Francisco,Sao Francisco
2514008,PB,SÃO JOÃO DO CARIRI,SAO JOAO DO CARIRI,São João do Cariri,Sao Joao do Cariri
2514107,PB,SÃO JOÃO DO TIGRE,SAO JOAO DO TIGRE,São João do Tigre,Sao Joao do Tigre
2514206,PB,SÃO JOSÉ DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA,São José da Lagoa Tapada,Sao Jose da Lagoa Tapada
2514305,PB,SÃO JOSÉ DE CAIANA,SAO JOSE DE CAIANA,São José de Caiana,Sao Jose de Caiana
2514404,PB,SÃO JOSÉ DE ESPINHARAS,SAO JOSE DE ESPINHARAS,São José de Espinharas,Sao Jose de Espinharas
2514453,PB,SÃO JOSÉ DOS RAMOS,SAO JOSE DOS RAMOS,São José dos Ramos,Sao Jose dos Ramos
2514503,PB,SÃO JOSÉ DE PIRANHAS,SAO JOSE DE PIRANHAS,São José de Piranhas,Sao Jose de Piranhas
2514552,PB,SÃO JOSÉ DE PRINCESA,SAO JOSE DE PRINCESA,São José de Princesa,Sao Jose de Princesa
2514602,PB,SÃO JOSÉ DO BONFIM,SAO JOSE DO BONFIM,São José do Bonfim,Sao Jose do Bonfim
2514651,PB,SÃO JOSÉ DO BREJO DO CRUZ,SAO JOSE DO BREJO DO CRUZ,São José do Brejo do Cruz,Sao Jose do Brejo do Cruz
2514701,PB,SÃO JOSÉ DO SABUGI,SAO JOSE DO SABUGI,São José do Sabugi,Sao Jose do Sabugi
2514800,PB,SÃO JOSÉ DOS CORDEIROS,SAO JOSE DOS CORDEIROS,São José dos Cordeiros,Sao Jose dos Cordeiros
2514909,PB,SÃO MAMEDE,SAO MAMEDE,São Mamede,Sao Mamede
2515005,PB,SÃO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU,São Miguel de Taipu,Sao Miguel de Taipu
2515104,PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,SAO SEBASTIAO DE LAGOA DE ROCA,São Sebastião de Lagoa de Roça,Sao Sebastiao de Lagoa de Roca
2515203,PB,SÃO SEBASTIÃO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO,São Sebastião do Umbuzeiro,Sao Sebastiao do Umbuzeiro
2515302,PB,SAPÉ,SAPE,Sapé,Sape
2515401,PB,SÃO VICENTE DO SERIDÓ,SAO VICENTE DO SERIDO,São Vicente do Seridó,Sao Vicente do Serido
2515500,PB,SERRA BRANCA,SERRA BRANCA,Serra Branca,Serra Branca
2515609,PB,SERRA DA RAIZ,SERRA DA RAIZ,Serra da Raiz,Serra da Raiz
2515708,PB,SERRA GRANDE,SERRA GRANDE,Serra Grande,Serra Grande
2515807,PB,SERRA REDONDA,SERRA REDONDA,Serra Redonda,Serra Redonda
2515906,PB,SERRARIA,SERRARIA,Serraria,Serraria
2515930,PB,SERTÃOZINHO,SERTAOZINHO,Sertãozinho,Sertaozinho
2515971,PB,SOBRADO,SOBRADO,Sobrado,Sobrado
2516003,PB,SOLÂNEA,SOLANEA,Solânea,Solanea
2516102,PB,SOLEDADE,SOLEDADE,Soledade,Soledade
2516151,PB,SOSSÊGO,SOSSEGO,Sossêgo,Sossego
2516201,PB,SOUSA,SOUSA,Sousa,Sousa
2516300,PB,SUMÉ,SUME,Sumé,Sume
2516409,PB,TACIMA,TACIMA,Tacima,Tacima
2516508,PB,TAPEROÁ,TAPEROA,Taperoá,Taperoa
2516607,PB,TAVARES,TAVARES,Tavares,Tavares
2516706,PB,TEIXEIRA,TEIXEIRA,Teixeira,Teixeira
2516755,PB,TENÓRIO,TENORIO,Tenório,Tenorio
2516805,PB,TRIUNFO,TRIUNFO,Triunfo,Triunfo
2516904,PB,UIRAÚNA,UIRAUNA,Uiraúna,Uirauna
2517001,PB,UMBUZEIRO,UMBUZEIRO,Umbuzeiro,Umbuzeiro
2517100,PB,VÁRZEA,VARZEA,Várzea,Varzea
2517209,PB,VIEIRÓPOLIS,VIEIROPOLIS,Vieirópolis,Vieiropolis
2517407,PB,ZABELÊ,ZABELE,Zabelê,Zabele
2600054,PE,ABREU E LIMA,ABREU E LIMA,Abreu e Lima,Abreu e Lima
2600104,PE,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA,Afogados da Ingazeira,Afogados da Ingazeira
2600203,PE,AFRÂNIO,AFRANIO,Afrânio,Afranio
2600302,PE,AGRESTINA,AGRESTINA,Agrestina,Agrestina
2600401,PE,ÁGUA PRETA,AGUA PRETA,Água Preta,Agua Preta
2600500,PE,ÁGUAS BELAS,AGUAS BELAS,Águas Belas,Aguas Belas
2600609,PE,ALAGOINHA,ALAGOINHA,Alagoinha,Alagoinha
2600708,PE,ALIANÇA,ALIANCA,Aliança,Alianca
2600807,PE,ALTINHO,ALTINHO,Altinho,Altinho
2600906,PE,AMARAJI,AMARAJI,Amaraji,Amaraji
2601003,PE,ANGELIM,ANGELIM,Angelim,Angelim
2601052,PE,ARAÇOIABA,ARACOIABA,Araçoiaba,Aracoiaba
2601102,PE,ARARIPINA,ARARIPINA,Araripina,Araripina
2601201,PE,ARCOVERDE,ARCOVERDE,Arcoverde,Arcoverde
2601300,PE,BARRA DE GUABIRABA,BARRA DE GUABIRABA,Barra de Guabiraba,Barra de Guabiraba
2601409,PE,BARREIROS,BARREIROS,Barreiros,Barreiros
2601508,PE,BELÉM DE MARIA,BELEM DE MARIA,Belém de Maria,Belem de Maria
2601607,PE,BELÉM DO SÃO FRANCISCO,BELEM DO SAO FRANCISCO,Belém do São Francisco,Belem do Sao Francisco
2601706,PE,BELO JARDIM,BELO JARDIM,Belo Jardim,Belo Jardim
2601805,PE,BETÂNIA,BETANIA,Betânia,Betania
2601904,PE,BEZERROS,BEZERROS,Bezerros,Bezerros
2602001,PE,BODOCÓ,BODOCO,Bodocó,Bodoco
2602100,PE,BOM CONSELHO,BOM CONSELHO,Bom Conselho,Bom Conselho
2602209,PE,BOM JARDIM,BOM JARDIM,Bom Jardim,Bom Jardim
2602308,PE,BONITO,BONITO,Bonito,Bonito
2602407,PE,BREJÃO,BREJAO,Brejão,Brejao
2602506,PE,BREJINHO,BREJINHO,Brejinho,Brejinho
2602605,PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS,Brejo da Madre de Deus,Brejo da Madre de Deus
2602704,PE,BUENOS AIRES,BUENOS AIRES,Buenos Aires,Buenos Aires
2602803,PE,BUÍQUE,BUIQUE,Buíque,Buique
2602902,PE,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,Cabo de Santo Agostinho,Cabo de Santo Agostinho
2603009,PE,CABROBÓ,CABROBO,Cabrobó,Cabrobo
2603108,PE,CACHOEIRINHA,CACHOEIRINHA,Cachoeirinha,Cachoeirinha
2603207,PE,CAETÉS,CAETES,Caetés,Caetes
2603306,PE,CALÇADO,CALCADO,Calçado,Calcado
2603405,PE,CALUMBI,CALUMBI,Calumbi,Calumbi
2603454,PE,CAMARAGIBE,CAMARAGIBE,Camaragibe,Camaragibe
2603504,PE,CAMOCIM DE SÃO FÉLIX,CAMOCIM DE SAO FELIX,Camocim de São Félix,Camocim de Sao Felix
2603603,PE,CAMUTANGA,CAMUTANGA,Camutanga,Camutanga
2603702,PE,CANHOTINHO,CANHOTINHO,Canhotinho,Canhotinho
2603801,PE,CAPOEIRAS,CAPOEIRAS,Capoeiras,Capoeiras
2603900,PE,CARNAÍBA,CARNAIBA,Carnaíba,Carnaiba
2603926,PE,CARNAUBEIRA DA PENHA,CARNAUBEIRA DA PENHA,Carnaubeira da Penha,Carnaubeira da Penha
2604007,PE,CARPINA,CARPINA,Carpina,Carpina
2604106,PE,CARUARU,CARUARU,Caruaru,Caruaru
2604155,PE,CASINHAS,CASINHAS,Casinhas,Casinhas
2604205,PE,CATENDE,CATENDE,Catende,Catende
2604304,PE,CEDRO,CEDRO,Cedro,Cedro
2604403,PE,CHÃ DE ALEGRIA,CHA DE ALEGRIA,Chã de Alegria,Cha de Alegria
2604502,PE,CHÃ GRANDE,CHA GRANDE,Chã Grande,Cha Grande
2604601,PE,CONDADO,CONDADO,Condado,Condado
2604700,PE,CORRENTES,CORRENTES,Correntes,Correntes
2604809,PE,CORTÊS,CORTES,Cortês,Cortes
2604908,PE,CUMARU,CUMARU,Cumaru,Cumaru
2605004,PE,CUPIRA,CUPIRA,Cupira,Cupira
2605103,PE,CUSTÓDIA,CUSTODIA,Custódia,Custodia
2605152,PE,DORMENTES,DORMENTES,Dormentes,Dormentes
2605202,PE,ESCADA,ESCADA,Escada,Escada
2605301,PE,EXU,EXU,Exu,Exu
2605400,PE,FEIRA NOVA,FEIRA NOVA,Feira Nova,Feira Nova
2605459,PE,FERNANDO DE NORONHA,FERNANDO DE NORONHA,Fernando de Noronha,Fernando de Noronha
2605509,PE,FERREIROS,FERREIROS,Ferreiros,Ferreiros
2605608,PE,FLORES,FLORES,Flores,Flores
2605707,PE,FLORESTA,FLORESTA,Floresta,Floresta
2605806,PE,FREI MIGUELINHO,FREI MIGUELINHO,Frei Miguelinho,Frei Miguelinho
2605905,PE,GAMELEIRA,GAMELEIRA,Gameleira,Gameleira
2606002,PE,GARANHUNS,GARANHUNS,Garanhuns,Garanhuns
2606101,PE,GLÓRIA DO GOITÁ,GLORIA DO GOITA,Glória do Goitá,Gloria do Goita
2606200,PE,GOIANA,GOIANA,Goiana,Goiana
2606309,PE,GRANITO,GRANITO,Granito,Granito
2606408,PE,GRAVATÁ,GRAVATA,Gravatá,Gravata
2606507,PE,IATI,IATI,Iati,Iati
2606606,PE,IBIMIRIM,IBIMIRIM,Ibimirim,Ibimirim
2606705,PE,IBIRAJUBA,IBIRAJUBA,Ibirajuba,Ibirajuba
2606804,PE,IGARASSU,IGARASSU,Igarassu,Igarassu
2606903,PE,IGUARACY,IGUARACY,Iguaracy,Iguaracy
2607000,PE,INAJÁ,INAJA,Inajá,Inaja
2607109,PE,INGAZEIRA,INGAZEIRA,Ingazeira,Ingazeira
2607208,PE,IPOJUCA,IPOJUCA,Ipojuca,Ipojuca
2607307,PE,IPUBI,IPUBI,Ipubi,Ipubi
2607406,PE,ITACURUBA,ITACURUBA,Itacuruba,Itacuruba
2607505,PE,ITAÍBA,ITAIBA,Itaíba,Itaiba
2607604,PE,ILHA DE ITAMARACÁ,ILHA DE ITAMARACA,Ilha de Itamaracá,Ilha de Itamaraca
2607653,PE,ITAMBÉ,ITAMBE,Itambé,Itambe
2607703,PE,ITAPETIM,ITAPETIM,Itapetim,Itapetim
2607752,PE,ITAPISSUMA,ITAPISSUMA,Itapissuma,Itapissuma
2607802,PE,ITAQUITINGA,ITAQUITINGA,Itaquitinga,Itaquitinga
2607901,PE,JABOATÃO DOS GUARARAPES,JABOATAO DOS GUARARAPES,Jaboatão dos Guararapes,Jaboatao dos Guararapes
2607950,PE,JAQUEIRA,JAQUEIRA,Jaqueira,Jaqueira
2608008,PE,JATAÚBA,JATAUBA,Jataúba,Jatauba
2608057,PE,JATOBÁ,JATOBA,Jatobá,Jatoba
2608107,PE,JOÃO ALFREDO,JOAO ALFREDO,João Alfredo,Joao Alfredo
2608206,PE,JOAQUIM NABUCO,JOAQUIM NABUCO,Joaquim Nabuco,Joaquim Nabuco
2608255,PE,JUCATI,JUCATI,Jucati,Jucati
2608305,PE,JUPI,JUPI,Jupi,Jupi
2608404,PE,JUREMA,JUREMA,Jurema,Jurema
2608453,PE,LAGOA DO CARRO,LAGOA DO CARRO,Lagoa do Carro,Lagoa do Carro
2608503,PE,LAGOA DE ITAENGA,LAGOA DE ITAENGA,Lagoa de Itaenga,Lagoa de Itaenga
2608602,PE,LAGOA DO OURO,LAGOA DO OURO,Lagoa do Ouro,Lagoa do Ouro
2608701,PE,LAGOA DOS GATOS,LAGOA DOS GATOS,Lagoa dos Gatos,Lagoa dos Gatos
2608750,PE,LAGOA GRANDE,LAGOA GRANDE,Lagoa Grande,Lagoa Grande
2608800,PE,LAJEDO,LAJEDO,Lajedo,Lajedo
2608909,PE,LIMOEIRO,LIMOEIRO,Limoeiro,Limoeiro
2609006,PE,MACAPARANA,MACAPARANA,Macaparana,Macaparana
2609105,PE,MACHADOS,MACHADOS,Machados,Machados
2609154,PE,MANARI,MANARI,Manari,Manari
2609204,PE,MARAIAL,MARAIAL,Maraial,Maraial
2609303,PE,MIRANDIBA,MIRANDIBA,Mirandiba,Mirandiba
2609402,PE,MORENO,MORENO,Moreno,Moreno
2609501,PE,NAZARÉ DA MATA,NAZARE DA MATA,Nazaré da Mata,Nazare da Mata
2609600,PE,OLINDA,OLINDA,Olinda,Olinda
2609709,PE,OROBÓ,OROBO,Orobó,Orobo
2609808,PE,OROCÓ,OROCO,Orocó,Oroco
2609907,PE,OURICURI,OURICURI,Ouricuri,Ouricuri
2610004,PE,PALMARES,PALMARES,Palmares,Palmares
2610103,PE,PALMEIRINA,PALMEIRINA,Palmeirina,Palmeirina
2610202,PE,PANELAS,PANELAS,Panelas,Panelas
2610301,PE,PARANATAMA,PARANATAMA,Paranatama,Paranatama
2610400,PE,PARNAMIRIM,PARNAMIRIM,Parnamirim,Parnamirim
2610509,PE,PASSIRA,PASSIRA,Passira,Passira
2610608,PE,PAUDALHO,PAUDALHO,Paudalho,Paudalho
2610707,PE,PAULISTA,PAULISTA,Paulista,Paulista
2610806,PE,PEDRA,PEDRA,Pedra,Pedra
2610905,PE,PESQUEIRA,PESQUEIRA,Pesqueira,Pesqueira
2611002,PE,PETROLÂNDIA,PETROLANDIA,Petrolândia,Petrolandia
2611101,PE,PETROLINA,PETROLINA,Petrolina,Petrolina
2611200,PE,POÇÃO,POCAO,Poção,Pocao
2611309,PE,POMBOS,POMBOS,Pombos,Pombos
2611408,PE,PRIMAVERA,PRIMAVERA,Primavera,Primavera
2611507,PE,QUIPAPÁ,QUIPAPA,Quipapá,Quipapa
2611533,PE,QUIXABA,QUIXABA,Quixaba,Quixaba
2611606,PE,RECIFE,RECIFE,Recife,Recife
2611705,PE,RIACHO DAS ALMAS,RIACHO DAS ALMAS,Riacho das Almas,Riacho das Almas
2611804,PE,RIBEIRÃO,RIBEIRAO,Ribeirão,Ribeirao
2611903,PE,RIO FORMOSO,RIO FORMOSO,Rio Formoso,Rio Formoso
2612000,PE,SAIRÉ,SAIRE,Sairé,Saire
2612109,PE,SALGADINHO,SALGADINHO,Salgadinho,Salgadinho
2612208,PE,SALGUEIRO,SALGUEIRO,Salgueiro,Salgueiro
2612307,PE,SALOÁ,SALOA,Saloá,Saloa
2612406,PE,SANHARÓ,SANHARO,Sanharó,Sanharo
2612455,PE,SANTA CRUZ,SANTA CRUZ,Santa Cruz,Santa Cruz
2612471,PE,SANTA CRUZ DA BAIXA VERDE,SANTA CRUZ DA BAIXA VERDE,Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde
2612505,PE,SANTA CRUZ DO CAPIBARIBE,SANTA CRUZ DO CAPIBARIBE,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe
2612554,PE,SANTA FILOMENA,SANTA FILOMENA,Santa Filomena,Santa Filomena
2612604,PE,SANTA MARIA DA BOA VISTA,SANTA MARIA DA BOA VISTA,Santa Maria da Boa Vista,Santa Maria da Boa Vista
2612703,PE,SANTA MARIA DO CAMBUCÁ,SANTA MARIA DO CAMBUCA,Santa Maria do Cambucá,Santa Maria do Cambuca
2612802,PE,SANTA TEREZINHA,SANTA TEREZINHA,Santa Terezinha,Santa Terezinha
2612901,PE,SÃO BENEDITO DO SUL,SAO BENEDITO DO SUL,São Benedito do Sul,Sao Benedito do Sul
2613008,PE,SÃO BENTO DO UNA,SAO BENTO DO UNA,São Bento do Una,Sao Bento do Una
2613107,PE,SÃO CAETANO,SAO CAETANO,São Caetano,Sao Caetano
2613206,PE,SÃO JOÃO,SAO JOAO,São João,Sao Joao
2613305,PE,SÃO JOAQUIM DO MONTE,SAO JOAQUIM DO MONTE,São Joaquim do Monte,Sao Joaquim do Monte
2613404,PE,SÃO JOSÉ DA COROA GRANDE,SAO JOSE DA COROA GRANDE,São José da Coroa Grande,Sao Jose da Coroa Grande
2613503,PE,SÃO JOSÉ DO BELMONTE,SAO JOSE DO BELMONTE,São José do Belmonte,Sao Jose do Belmonte
2613602,PE,SÃO JOSÉ DO EGITO,SAO JOSE DO EGITO,São José do Egito,Sao Jose do Egito
2613701,PE,SÃO LOURENÇO DA MATA,SAO LOURENCO DA MATA,São Lourenço da Mata,Sao Lourenco da Mata
2613800,PE,SÃO VICENTE FERRER,SAO VICENTE FERRER,São Vicente Ferrer,Sao Vicente Ferrer
2613909,PE,SERRA TALHADA,SERRA TALHADA,Serra Talhada,Serra Talhada
2614006,PE,SERRITA,SERRITA,Serrita,Serrita
2614105,PE,SERTÂNIA,SERTANIA,Sertânia,Sertania
2614204,PE,SIRINHAÉM,SIRINHAEM,Sirinhaém,Sirinhaem
2614303,PE,MOREILÂNDIA,MOREILANDIA,Moreilândia,Moreilandia
2614402,PE,SOLIDÃO,SOLIDAO,Solidão,Solidao
2614501,PE,SURUBIM,SURUBIM,Surubim,Surubim
2614600,PE,TABIRA,TABIRA,Tabira,Tabira
2614709,PE,TACAIMBÓ,TACAIMBO,Tacaimbó,Tacaimbo
2614808,PE,TACARATU,TACARATU,Tacaratu,Tacaratu
2614857,PE,TAMANDARÉ,TAMANDARE,Tamandaré,Tamandare
2615003,PE,TAQUARITINGA DO NORTE,TAQUARITINGA DO NORTE,Taquaritinga do Norte,Taquaritinga do Norte
2615102,PE,TEREZINHA,TEREZINHA,Terezinha,Terezinha
2615201,PE,TERRA NOVA,TERRA NOVA,Terra Nova,Terra Nova
2615300,PE,TIMBAÚBA,TIMBAUBA,Timbaúba,Timbauba
2615409,PE,TORITAMA,TORITAMA,Toritama,Toritama
2615508,PE,TRACUNHAÉM,TRACUNHAEM,Tracunhaém,Tracunhaem
2615607,PE,TRINDADE,TRINDADE,Trindade,Trindade
2615706,PE,TRIUNFO,TRIUNFO,Triunfo,Triunfo
2615805,PE,TUPANATINGA,TUPANATINGA,Tupanatinga,Tupanatinga
2615904,PE,TUPARETAMA,TUPARETAMA,Tuparetama,Tuparetama
2616001,PE,VENTUROSA,VENTUROSA,Venturosa,Venturosa
2616100,PE,VERDEJANTE,VERDEJANTE,Verdejante,Verdejante
2616183,PE,VERTENTE DO LÉRIO,VERTENTE DO LERIO,Vertente do Lério,Vertente do Lerio
2616209,PE,VERTENTES,VERTENTES,Vertentes,Vertentes
2616308,PE,VICÊNCIA,VICENCIA,Vicência,Vicencia
2616407,PE,VITÓRIA DE SANTO ANTÃO,VITORIA DE SANTO ANTAO,Vitória de Santo Antão,Vitoria de Santo Antao
2616506,PE,XEXÉU,XEXEU,Xexéu,Xexeu
2700102,AL,ÁGUA BRANCA,AGUA BRANCA,Água Branca,Agua Branca
2700201,AL,ANADIA,ANADIA,Anadia,Anadia
2700300,AL,ARAPIRACA,ARAPIRACA,Arapiraca,Arapiraca
2700409,AL,ATALAIA,ATALAIA,Atalaia,Atalaia
2700508,AL,BARRA DE SANTO ANTÔNIO,BARRA DE SANTO ANTONIO,Barra de Santo Antônio,Barra de Santo Antonio
2700607,AL,BARRA DE SÃO MIGUEL,BARRA DE SAO MIGUEL,Barra de São Miguel,Barra de Sao Miguel
2700706,AL,BATALHA,BATALHA,Batalha,Batalha
2700805,AL,BELÉM,BELEM,Belém,Belem
2700904,AL,BELO MONTE,BELO MONTE,Belo Monte,Belo Monte
2701001,AL,BOCA DA MATA,BOCA DA MATA,Boca da Mata,Boca da Mata
2701100,AL,BRANQUINHA,BRANQUINHA,Branquinha,Branquinha
2701209,AL,CACIMBINHAS,CACIMBINHAS,Cacimbinhas,Cacimbinhas
2701308,AL,CAJUEIRO,CAJUEIRO,Cajueiro,Cajueiro
2701357,AL,CAMPESTRE,CAMPESTRE,Campestre,Campestre
2701407,AL,CAMPO ALEGRE,CAMPO ALEGRE,Campo Alegre,Campo Alegre
2701506,AL,CAMPO GRANDE,CAMPO GRANDE,Campo Grande,Campo Grande
2701605,AL,CANAPI,CANAPI,Canapi,Canapi
2701704,AL,CAPELA,CAPELA,Capela,Capela
2701803,AL,CARNEIROS,CARNEIROS,Carneiros,Carneiros
2701902,AL,CHÃ PRETA,CHA PRETA,Chã Preta,Cha Preta
2702009,AL,COITÉ DO NÓIA,COITE DO NOIA,Coité do Nóia,Coite do Noia
2702108,AL,COLÔNIA LEOPOLDINA,COLONIA LEOPOLDINA,Colônia Leopoldina,Colonia Leopoldina
2702207,AL,COQUEIRO SECO,COQUEIRO SECO,Coqueiro Seco,Coqueiro Seco
2702306,AL,CORURIPE,CORURIPE,Coruripe,Coruripe
2702355,AL,CRAÍBAS,CRAIBAS,Craíbas,Craibas
2702405,AL,DELMIRO GOUVEIA,DELMIRO GOUVEIA,Delmiro Gouveia,Delmiro Gouveia
2702504,AL,DOIS RIACHOS,DOIS RIACHOS,Dois Riachos,Dois Riachos
2702553,AL,ESTRELA DE ALAGOAS,ESTRELA DE ALAGOAS,Estrela de Alagoas,Estrela de Alagoas
2702603,AL,FEIRA GRANDE,FEIRA GRANDE,Feira Grande,Feira Grande
2702702,AL,FELIZ DESERTO,FELIZ DESERTO,Feliz Deserto,Feliz Deserto
2702801,AL,FLEXEIRAS,FLEXEIRAS,Flexeiras,Flexeiras
2702900,AL,GIRAU DO PONCIANO,GIRAU DO PONCIANO,Girau do Ponciano,Girau do Ponciano
2703007,AL,IBATEGUARA,IBATEGUARA,Ibateguara,Ibateguara
2703106,AL,IGACI,IGACI,Igaci,Igaci
2703205,AL,IGREJA NOVA,IGREJA NOVA,Igreja Nova,Igreja Nova
2703304,AL,INHAPI,INHAPI,Inhapi,Inhapi
2703403,AL,JACARÉ DOS HOMENS,JACARE DOS HOMENS,Jacaré dos Homens,Jacare dos Homens
2703502,AL,JACUÍPE,JACUIPE,Jacuípe,Jacuipe
2703601,AL,JAPARATINGA,JAPARATINGA,Japaratinga,Japaratinga
2703700,AL,JARAMATAIA,JARAMATAIA,Jaramataia,Jaramataia
2703759,AL,JEQUIÁ DA PRAIA,JEQUIA DA PRAIA,Jequiá da Praia,Jequia da Praia
2703809,AL,JOAQUIM GOMES,JOAQUIM GOMES,Joaquim Gomes,Joaquim Gomes
2703908,AL,JUNDIÁ,JUNDIA,Jundiá,Jundia
2704005,AL,JUNQUEIRO,JUNQUEIRO,Junqueiro,Junqueiro
2704104,AL,LAGOA DA CANOA,LAGOA DA CANOA,Lagoa da Canoa,Lagoa da Canoa
2704203,AL,LIMOEIRO DE ANADIA,LIMOEIRO DE ANADIA,Limoeiro de Anadia,Limoeiro de Anadia
2704302,AL,MACEIÓ,MACEIO,Maceió,Maceio
2704401,AL,MAJOR ISIDORO,MAJOR ISIDORO,Major Isidoro,Major Isidoro
2704500,AL,MARAGOGI,MARAGOGI,Maragogi,Maragogi
2704609,AL,MARAVILHA,MARAVILHA,Maravilha,Maravilha
2704708,AL,MARECHAL DEODORO,MARECHAL DEODORO,Marechal Deodoro,Marechal Deodoro
2704807,AL,MARIBONDO,MARIBONDO,Maribondo,Maribondo
2704906,AL,MAR VERMELHO,MAR VERMELHO,Mar Vermelho,Mar Vermelho
2705002,AL,MATA GRANDE,MATA GRANDE,Mata Grande,Mata Grande
2705101,AL,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE,Matriz de Camaragibe,Matriz de Camaragibe
2705200,AL,MESSIAS,MESSIAS,Messias,Messias
2705309,AL,MINADOR DO NEGRÃO,MINADOR DO NEGRAO,Minador do Negrão,Minador do Negrao
2705408,AL,MONTEIRÓPOLIS,MONTEIROPOLIS,Monteirópolis,Monteiropolis
2705507,AL,MURICI,MURICI,Murici,Murici
2705606,AL,NOVO LINO,NOVO LINO,Novo Lino,Novo Lino
2705705,AL,OLHO D'ÁGUA DAS FLORES,OLHO D'AGUA DAS FLORES,Olho d'Água das Flores,Olho d'Agua das Flores
2705804,AL,OLHO D'ÁGUA DO CASADO,OLHO D'AGUA DO CASADO,Olho d'Água do Casado,Olho d'Agua do Casado
2705903,AL,OLHO D'ÁGUA GRANDE,OLHO D'AGUA GRANDE,Olho d'Água Grande,Olho d'Agua Grande
2706000,AL,OLIVENÇA,OLIVENCA,Olivença,Olivenca
2706109,AL,OURO BRANCO,OURO BRANCO,Ouro Branco,Ouro Branco
2706208,AL,PALESTINA,PALESTINA,Palestina,Palestina
2706307,AL,PALMEIRA DOS ÍNDIOS,PALMEIRA DOS INDIOS,Palmeira dos Índios,Palmeira dos Indios
2706406,AL,PÃO DE AÇÚCAR,PAO DE ACUCAR,Pão de Açúcar,Pao de Acucar
2706422,AL,PARICONHA,PARICONHA,Pariconha,Pariconha
2706448,AL,PARIPUEIRA,PARIPUEIRA,Paripueira,Paripueira
2706505,AL,PASSO DE CAMARAGIBE,PASSO DE CAMARAGIBE,Passo de Camaragibe,Passo de Camaragibe
2706604,AL,PAULO JACINTO,PAULO JACINTO,Paulo Jacinto,Paulo Jacinto
2706703,AL,PENEDO,PENEDO,Penedo,Penedo
2706802,AL,PIAÇABUÇU,PIACABUCU,Piaçabuçu,Piacabucu
2706901,AL,PILAR,PILAR,Pilar,Pilar
2707008,AL,PINDOBA,PINDOBA,Pindoba,Pindoba
2707107,AL,PIRANHAS,PIRANHAS,Piranhas,Piranhas
2707206,AL,POÇO DAS TRINCHEIRAS,POCO DAS TRINCHEIRAS,Poço das Trincheiras,Poco das Trincheiras
2707305,AL,PORTO CALVO,PORTO CALVO,Porto Calvo,Porto Calvo
2707404,AL,PORTO DE PEDRAS,PORTO DE PEDRAS,Porto de Pedras,Porto de Pedras
